# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 6K of event 'cycles'
# Event count (approx.): 5626693073
#
# Overhead  Command       Shared Object                Symbol                              
# ........  ............  ...........................  ....................................
#
    63.51%  rte-worker-2  nflr                         [.] interval_tree_rtc
    11.26%  rte-worker-2  nflr                         [.] worker_fsm_amac_thread
     7.10%  rte-worker-2  librte_hash.so.23.0          [.] __rte_hash_lookup_with_hash
     5.31%  rte-worker-2  libc-2.31.so                 [.] __memcmp_avx2_movbe
     4.73%  rte-worker-2  nflr                         [.] cuckoo_hash_rtc
     1.47%  rte-worker-2  librte_net_mlx5.so.23.0      [.] rxq_cq_decompress_v
     0.97%  rte-worker-2  librte_net_mlx5.so.23.0      [.] mlx5_rx_burst_vec
     0.82%  rte-worker-2  nflr                         [.] rte_jhash
     0.81%  rte-worker-2  librte_net_mlx5.so.23.0      [.] mlx5_tx_handle_completion
     0.77%  rte-worker-2  librte_net_mlx5.so.23.0      [.] mlx5_tx_burst_none_empw
     0.59%  rte-worker-2  nflr                         [.] send_packet
     0.42%  rte-worker-2  nflr                         [.] upf_encapsulate
     0.19%  rte-worker-2  librte_hash.so.23.0          [.] rte_hash_lookup
     0.18%  rte-worker-2  librte_net_mlx5.so.23.0      [.] rxq_cq_process_v
     0.12%  rte-worker-2  [kernel.kallsyms]            [k] rcu_sched_clock_irq
     0.12%  rte-worker-2  [kernel.kallsyms]            [k] timekeeping_advance
     0.10%  rte-worker-2  [kernel.kallsyms]            [k] update_load_avg
     0.09%  rte-worker-2  [kernel.kallsyms]            [k] __update_load_avg_se
     0.09%  rte-worker-2  [kernel.kallsyms]            [k] perf_event_task_tick
     0.09%  rte-worker-2  librte_hash.so.23.0          [.] rte_hash_hash
     0.07%  rte-worker-2  [kernel.kallsyms]            [k] update_cfs_group
     0.07%  rte-worker-2  [kernel.kallsyms]            [k] hrtimer_active
     0.06%  rte-worker-2  librte_mempool_ring.so.23.0  [.] common_ring_mc_dequeue
     0.06%  rte-worker-2  [kernel.kallsyms]            [k] native_read_msr
     0.05%  rte-worker-2  librte_mempool_ring.so.23.0  [.] common_ring_mp_enqueue
     0.04%  rte-worker-2  [kernel.kallsyms]            [k] task_tick_fair
     0.04%  rte-worker-2  [kernel.kallsyms]            [k] __sysvec_apic_timer_interrupt
     0.04%  rte-worker-2  [kernel.kallsyms]            [k] __update_load_avg_cfs_rq
     0.04%  rte-worker-2  [kernel.kallsyms]            [k] update_fast_timekeeper
     0.04%  rte-worker-2  nflr                         [.] 0x00000000000046a0
     0.04%  rte-worker-2  librte_hash.so.23.0          [.] 0x0000000000002310
     0.03%  rte-worker-2  [kernel.kallsyms]            [k] update_vsyscall
     0.03%  rte-worker-2  [kernel.kallsyms]            [k] timekeeping_update
     0.03%  rte-worker-2  [kernel.kallsyms]            [k] tick_do_update_jiffies64
     0.03%  rte-worker-2  [kernel.kallsyms]            [k] update_curr
     0.03%  rte-worker-2  [kernel.kallsyms]            [k] scheduler_tick
     0.03%  rte-worker-2  [kernel.kallsyms]            [k] update_rq_clock
     0.03%  rte-worker-2  [kernel.kallsyms]            [k] __acct_update_integrals
     0.03%  rte-worker-2  [kernel.kallsyms]            [k] cpuacct_charge
     0.03%  rte-worker-2  [kernel.kallsyms]            [k] decay_load
     0.03%  rte-worker-2  [kernel.kallsyms]            [k] arch_scale_freq_tick
     0.03%  rte-worker-2  [kernel.kallsyms]            [k] hrtimer_run_queues
     0.03%  rte-worker-2  [kernel.kallsyms]            [k] _raw_spin_lock_irqsave
     0.03%  rte-worker-2  [kernel.kallsyms]            [k] perf_swevent_start
     0.02%  rte-worker-2  [kernel.kallsyms]            [k] __calc_delta
     0.02%  rte-worker-2  [kernel.kallsyms]            [k] native_queued_spin_lock_slowpath
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] ktime_get_update_offsets_now
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] x86_pmu_disable
     0.01%  rte-worker-2  librte_net_mlx5.so.23.0      [.] 0x000000000000a944
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] timerqueue_add
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] _raw_spin_lock_irq
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] timerqueue_del
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] ktime_get
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] calc_global_load_tick
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] rb_insert_color
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] profile_tick
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] rcu_core
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] hrtimer_update_next_event
     0.01%  rte-worker-2  ld-2.31.so                   [.] __tls_get_addr
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] hrtimer_forward
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] native_write_msr
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] perf_pmu_enable.part.0
     0.00%  perf          [kernel.kallsyms]            [k] __kmalloc_node
     0.00%  perf          [kernel.kallsyms]            [k] set_pte_vaddr
     0.00%  perf          [kernel.kallsyms]            [k] sched_clock
     0.00%  perf          [kernel.kallsyms]            [k] native_write_msr


#
# (Cannot load tips.txt file, please install perf!)
#
