# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 6K of event 'cycles'
# Event count (approx.): 5625684532
#
# Overhead  Command       Shared Object                Symbol                                     
# ........  ............  ...........................  ...........................................
#
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] rb_insert_color
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] native_smp_send_reschedule
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] __accumulate_pelt_segments
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] _raw_spin_lock_irq
     0.01%  rte-worker-2  ld-2.31.so                   [.] __tls_get_addr
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] change_pte_range
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] vma_migratable
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] sched_clock_cpu
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] arch_scale_freq_tick
     0.01%  rte-worker-2  nflr                         [.] cuckoo_hash_second_hash
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] decay_load
     0.00%  perf          [kernel.kallsyms]            [k] __kmalloc_node
     0.00%  perf          [kernel.kallsyms]            [k] ghes_copy_tofrom_phys
     0.00%  perf          [kernel.kallsyms]            [k] sched_clock
     0.00%  perf          [kernel.kallsyms]            [k] native_write_msr


#
# (Cannot load tips.txt file, please install perf!)
#
