# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 6K of event 'cycles'
# Event count (approx.): 5627424185
#
# Overhead  Command       Shared Object                Symbol                              
# ........  ............  ...........................  ....................................
#
     0.07%  rte-worker-2  nflr                         [.] PduSessionID
     0.06%  rte-worker-2  [kernel.kallsyms]            [k] update_vsyscall
     0.06%  rte-worker-2  [kernel.kallsyms]            [k] rcu_sched_clock_irq
     0.06%  rte-worker-2  nflr                         [.] RanUeFindByAmfUeNgapID
     0.06%  rte-worker-2  nflr                         [.] SelectSmf
     0.06%  rte-worker-2  nflr                         [.] HandleULNASTransport
     0.04%  rte-worker-2  nflr                         [.] dispatchMain
     0.04%  rte-worker-2  nflr                         [.] cuckoo_hash_second_test
     0.03%  rte-worker-2  [kernel.kallsyms]            [k] task_tick_fair
     0.03%  rte-worker-2  [kernel.kallsyms]            [k] update_min_vruntime
     0.03%  rte-worker-2  [kernel.kallsyms]            [k] tick_do_update_jiffies64
     0.03%  rte-worker-2  [kernel.kallsyms]            [k] native_queued_spin_lock_slowpath
     0.03%  rte-worker-2  librte_mempool_ring.so.23.0  [.] common_ring_mc_dequeue
     0.03%  rte-worker-2  [kernel.kallsyms]            [k] ktime_get
     0.02%  rte-worker-2  [kernel.kallsyms]            [k] update_process_times
     0.02%  rte-worker-2  [kernel.kallsyms]            [k] hrtimer_run_queues
     0.02%  rte-worker-2  ld-2.31.so                   [.] __tls_get_addr
     0.02%  rte-worker-2  [kernel.kallsyms]            [k] timekeeping_update
     0.02%  rte-worker-2  [kernel.kallsyms]            [k] update_fast_timekeeper
     0.02%  rte-worker-2  [kernel.kallsyms]            [k] ktime_get_update_offsets_now
     0.02%  rte-worker-2  [kernel.kallsyms]            [k] _raw_spin_lock
     0.02%  rte-worker-2  [kernel.kallsyms]            [k] scheduler_tick
     0.02%  rte-worker-2  [kernel.kallsyms]            [k] update_load_avg
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] rcu_read_unlock_strict
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] timekeeping_advance
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] perf_swevent_stop
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] change_pte_range
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] native_irq_return_iret
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] update_rq_clock
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] irqentry_exit_to_user_mode
     0.01%  perf          [kernel.kallsyms]            [k] __virt_addr_valid
     0.00%  perf          [kernel.kallsyms]            [k] fill_pud
     0.00%  perf          [kernel.kallsyms]            [k] native_sched_clock
     0.00%  perf          [kernel.kallsyms]            [k] native_write_msr


#
# (Cannot load tips.txt file, please install perf!)
#
