# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 6K of event 'cycles'
# Event count (approx.): 5627361412
#
# Overhead  Command       Shared Object                Symbol                              
# ........  ............  ...........................  ....................................
#
    71.54%  rte-worker-2  nflr                         [.] interval_tree_rtc
     8.25%  rte-worker-2  nflr                         [.] worker_fsm_amac_thread
     6.34%  rte-worker-2  libc-2.31.so                 [.] __memcmp_avx2_movbe
     5.01%  rte-worker-2  librte_hash.so.23.0          [.] __rte_hash_lookup_with_hash
     3.50%  rte-worker-2  nflr                         [.] cuckoo_hash_rtc
     1.02%  rte-worker-2  librte_net_mlx5.so.23.0      [.] rxq_cq_decompress_v
     0.65%  rte-worker-2  librte_net_mlx5.so.23.0      [.] mlx5_tx_handle_completion
     0.57%  rte-worker-2  librte_net_mlx5.so.23.0      [.] mlx5_tx_burst_none_empw
     0.55%  rte-worker-2  nflr                         [.] rte_jhash
     0.55%  rte-worker-2  librte_net_mlx5.so.23.0      [.] mlx5_rx_burst_vec
     0.38%  rte-worker-2  nflr                         [.] send_packet
     0.37%  rte-worker-2  nflr                         [.] upf_encapsulate
     0.21%  rte-worker-2  librte_hash.so.23.0          [.] rte_hash_lookup
     0.16%  rte-worker-2  librte_net_mlx5.so.23.0      [.] rxq_cq_process_v
     0.10%  rte-worker-2  librte_hash.so.23.0          [.] rte_hash_hash
     0.06%  rte-worker-2  librte_mempool_ring.so.23.0  [.] common_ring_mc_dequeue
     0.06%  rte-worker-2  librte_hash.so.23.0          [.] 0x0000000000002310
     0.06%  rte-worker-2  nflr                         [.] 0x00000000000046a0
     0.04%  rte-worker-2  [kernel.kallsyms]            [k] rcu_sched_clock_irq
     0.03%  rte-worker-2  [kernel.kallsyms]            [k] native_queued_spin_lock_slowpath
     0.03%  rte-worker-2  [kernel.kallsyms]            [k] scheduler_tick
     0.03%  rte-worker-2  [kernel.kallsyms]            [k] _raw_spin_lock_irqsave
     0.03%  rte-worker-2  [kernel.kallsyms]            [k] tick_do_update_jiffies64
     0.03%  rte-worker-2  [kernel.kallsyms]            [k] timekeeping_update
     0.03%  rte-worker-2  [kernel.kallsyms]            [k] x86_pmu_disable
     0.03%  rte-worker-2  [kernel.kallsyms]            [k] update_vsyscall
     0.03%  rte-worker-2  [kernel.kallsyms]            [k] update_process_times
     0.03%  rte-worker-2  [kernel.kallsyms]            [k] update_fast_timekeeper
     0.03%  rte-worker-2  [kernel.kallsyms]            [k] native_write_msr
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] timekeeping_advance
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] rcu_read_unlock_strict
     0.01%  rte-worker-2  ld-2.31.so                   [.] __tls_get_addr
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] invoke_rcu_core
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] error_entry
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] perf_event_task_tick
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] raw_notifier_call_chain
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] ktime_get_update_offsets_now
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] hrtimer_interrupt
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] native_tss_update_io_bitmap
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] cpuacct_account_field
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] ttwu_do_activate
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] timerqueue_add
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] update_cfs_group
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] native_read_msr
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] __sysvec_apic_timer_interrupt
     0.01%  rte-worker-2  librte_mempool_ring.so.23.0  [.] common_ring_mp_enqueue
     0.00%  perf          [kernel.kallsyms]            [k] __entry_text_start
     0.00%  perf          [kernel.kallsyms]            [k] native_flush_tlb_one_user
     0.00%  perf          [kernel.kallsyms]            [k] perf_event_nmi_handler
     0.00%  perf          [kernel.kallsyms]            [k] native_write_msr


#
# (Cannot load tips.txt file, please install perf!)
#
