# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 6K of event 'cycles'
# Event count (approx.): 5625412753
#
# Overhead  Command       Shared Object                Symbol                              
# ........  ............  ...........................  ....................................
#
    56.20%  rte-worker-2  nflr                         [.] interval_tree_rtc
    11.17%  rte-worker-2  nflr                         [.] worker_fsm_amac_thread
    11.17%  rte-worker-2  libc-2.31.so                 [.] __memcmp_avx2_movbe
     8.07%  rte-worker-2  librte_hash.so.23.0          [.] __rte_hash_lookup_with_hash
     4.71%  rte-worker-2  nflr                         [.] cuckoo_hash_rtc
     1.22%  rte-worker-2  librte_net_mlx5.so.23.0      [.] mlx5_tx_handle_completion
     1.20%  rte-worker-2  librte_net_mlx5.so.23.0      [.] rxq_cq_decompress_v
     1.11%  rte-worker-2  librte_net_mlx5.so.23.0      [.] mlx5_tx_burst_none_empw
     1.01%  rte-worker-2  nflr                         [.] rte_jhash
     0.89%  rte-worker-2  librte_net_mlx5.so.23.0      [.] mlx5_rx_burst_vec
     0.71%  rte-worker-2  nflr                         [.] upf_encapsulate
     0.54%  rte-worker-2  nflr                         [.] send_packet
     0.29%  rte-worker-2  librte_hash.so.23.0          [.] rte_hash_lookup
     0.27%  rte-worker-2  librte_net_mlx5.so.23.0      [.] rxq_cq_process_v
     0.14%  rte-worker-2  [kernel.kallsyms]            [k] rcu_sched_clock_irq
     0.11%  rte-worker-2  [kernel.kallsyms]            [k] perf_event_task_tick
     0.11%  rte-worker-2  [kernel.kallsyms]            [k] _raw_spin_lock_irqsave
     0.09%  rte-worker-2  librte_hash.so.23.0          [.] 0x0000000000002310
     0.09%  rte-worker-2  librte_hash.so.23.0          [.] rte_hash_hash
     0.08%  rte-worker-2  [kernel.kallsyms]            [k] timekeeping_advance
     0.08%  rte-worker-2  [kernel.kallsyms]            [k] update_cfs_group
     0.06%  rte-worker-2  [kernel.kallsyms]            [k] tick_do_update_jiffies64
     0.06%  rte-worker-2  nflr                         [.] 0x00000000000046a0
     0.05%  rte-worker-2  [kernel.kallsyms]            [k] update_curr
     0.05%  rte-worker-2  librte_mempool_ring.so.23.0  [.] common_ring_mc_dequeue
     0.05%  rte-worker-2  [kernel.kallsyms]            [k] native_read_msr
     0.03%  rte-worker-2  [kernel.kallsyms]            [k] hrtimer_interrupt
     0.03%  rte-worker-2  [kernel.kallsyms]            [k] __update_load_avg_se
     0.03%  rte-worker-2  [kernel.kallsyms]            [k] task_tick_fair
     0.03%  rte-worker-2  [kernel.kallsyms]            [k] update_fast_timekeeper
     0.03%  rte-worker-2  [kernel.kallsyms]            [k] timekeeping_update
     0.03%  rte-worker-2  [kernel.kallsyms]            [k] scheduler_tick
     0.03%  rte-worker-2  [kernel.kallsyms]            [k] update_load_avg
     0.03%  rte-worker-2  [kernel.kallsyms]            [k] hrtimer_active
     0.03%  rte-worker-2  [kernel.kallsyms]            [k] error_entry
     0.03%  rte-worker-2  [kernel.kallsyms]            [k] irqentry_exit_to_user_mode
     0.02%  rte-worker-2  [kernel.kallsyms]            [k] read_tsc
     0.02%  rte-worker-2  [kernel.kallsyms]            [k] __update_load_avg_cfs_rq
     0.02%  rte-worker-2  [kernel.kallsyms]            [k] native_queued_spin_lock_slowpath
     0.02%  rte-worker-2  [kernel.kallsyms]            [k] ktime_get_update_offsets_now
     0.02%  rte-worker-2  [kernel.kallsyms]            [k] tick_sched_do_timer
     0.02%  rte-worker-2  librte_mempool_ring.so.23.0  [.] common_ring_mp_enqueue
     0.02%  rte-worker-2  [kernel.kallsyms]            [k] native_write_msr
     0.02%  rte-worker-2  [kernel.kallsyms]            [k] account_user_time
     0.02%  rte-worker-2  [kernel.kallsyms]            [k] native_irq_return_iret
     0.02%  rte-worker-2  librte_net_mlx5.so.23.0      [.] 0x000000000000a944
     0.02%  rte-worker-2  [kernel.kallsyms]            [k] pvclock_gtod_notify
     0.02%  rte-worker-2  [kernel.kallsyms]            [k] arch_scale_freq_tick
     0.02%  rte-worker-2  [kernel.kallsyms]            [k] rcu_read_unlock_strict
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] ksoftirqd_running
     0.01%  perf          [kernel.kallsyms]            [k] __set_cpus_allowed_ptr_locked
     0.00%  perf          [kernel.kallsyms]            [k] native_flush_tlb_one_user
     0.00%  perf          [kernel.kallsyms]            [k] perf_event_nmi_handler
     0.00%  perf          [kernel.kallsyms]            [k] native_write_msr


#
# (Cannot load tips.txt file, please install perf!)
#
