# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 6K of event 'cycles'
# Event count (approx.): 5624712003
#
# Overhead  Command       Shared Object                Symbol                              
# ........  ............  ...........................  ....................................
#
    44.67%  rte-worker-2  nflr                         [.] interval_tree_rtc
    17.78%  rte-worker-2  nflr                         [.] worker_fsm_amac_thread
     9.98%  rte-worker-2  librte_hash.so.23.0          [.] __rte_hash_lookup_with_hash
     7.78%  rte-worker-2  libc-2.31.so                 [.] __memcmp_avx2_movbe
     7.48%  rte-worker-2  nflr                         [.] cuckoo_hash_rtc
     1.94%  rte-worker-2  librte_net_mlx5.so.23.0      [.] rxq_cq_decompress_v
     1.43%  rte-worker-2  librte_net_mlx5.so.23.0      [.] mlx5_rx_burst_vec
     1.32%  rte-worker-2  librte_net_mlx5.so.23.0      [.] mlx5_tx_handle_completion
     1.26%  rte-worker-2  librte_net_mlx5.so.23.0      [.] mlx5_tx_burst_none_empw
     1.25%  rte-worker-2  nflr                         [.] rte_jhash
     0.99%  rte-worker-2  nflr                         [.] send_packet
     0.72%  rte-worker-2  nflr                         [.] upf_encapsulate
     0.36%  rte-worker-2  librte_hash.so.23.0          [.] rte_hash_lookup
     0.33%  rte-worker-2  librte_net_mlx5.so.23.0      [.] rxq_cq_process_v
     0.24%  rte-worker-2  [kernel.kallsyms]            [k] rcu_sched_clock_irq
     0.18%  rte-worker-2  [kernel.kallsyms]            [k] timekeeping_advance
     0.18%  rte-worker-2  librte_hash.so.23.0          [.] rte_hash_hash
     0.15%  rte-worker-2  [kernel.kallsyms]            [k] perf_event_task_tick
     0.14%  rte-worker-2  [kernel.kallsyms]            [k] tick_do_update_jiffies64
     0.12%  rte-worker-2  [kernel.kallsyms]            [k] timekeeping_update
     0.12%  rte-worker-2  nflr                         [.] 0x00000000000046a0
     0.11%  rte-worker-2  [kernel.kallsyms]            [k] _raw_spin_lock_irqsave
     0.11%  rte-worker-2  [kernel.kallsyms]            [k] native_queued_spin_lock_slowpath
     0.11%  rte-worker-2  [kernel.kallsyms]            [k] update_load_avg
     0.09%  rte-worker-2  [kernel.kallsyms]            [k] update_vsyscall
     0.09%  rte-worker-2  [kernel.kallsyms]            [k] update_fast_timekeeper
     0.09%  rte-worker-2  [kernel.kallsyms]            [k] update_curr
     0.08%  rte-worker-2  [kernel.kallsyms]            [k] update_cfs_group
     0.06%  rte-worker-2  [kernel.kallsyms]            [k] hrtimer_run_queues
     0.06%  rte-worker-2  librte_mempool_ring.so.23.0  [.] common_ring_mp_enqueue
     0.06%  rte-worker-2  librte_hash.so.23.0          [.] 0x0000000000002310
     0.05%  rte-worker-2  [kernel.kallsyms]            [k] __acct_update_integrals
     0.05%  rte-worker-2  [kernel.kallsyms]            [k] rb_next
     0.04%  rte-worker-2  [kernel.kallsyms]            [k] task_tick_fair
     0.03%  rte-worker-2  [kernel.kallsyms]            [k] ktime_get
     0.03%  rte-worker-2  [kernel.kallsyms]            [k] native_read_msr
     0.03%  rte-worker-2  [kernel.kallsyms]            [k] decay_load
     0.03%  rte-worker-2  [kernel.kallsyms]            [k] update_rq_clock
     0.03%  rte-worker-2  [kernel.kallsyms]            [k] _raw_spin_lock
     0.03%  rte-worker-2  librte_net_mlx5.so.23.0      [.] 0x000000000000a944
     0.03%  rte-worker-2  [kernel.kallsyms]            [k] scheduler_tick
     0.03%  rte-worker-2  [kernel.kallsyms]            [k] timerqueue_add
     0.02%  rte-worker-2  [kernel.kallsyms]            [k] read_tsc
     0.02%  rte-worker-2  [kernel.kallsyms]            [k] arch_scale_freq_tick
     0.02%  rte-worker-2  [kernel.kallsyms]            [k] error_entry
     0.02%  rte-worker-2  [kernel.kallsyms]            [k] __cgroup_account_cputime_field
     0.02%  rte-worker-2  [kernel.kallsyms]            [k] invoke_rcu_core
     0.02%  rte-worker-2  [kernel.kallsyms]            [k] __next_base
     0.02%  rte-worker-2  [kernel.kallsyms]            [k] ktime_get_update_offsets_now
     0.02%  rte-worker-2  [kernel.kallsyms]            [k] cpuacct_charge
     0.02%  rte-worker-2  [kernel.kallsyms]            [k] cpuacct_account_field
     0.02%  rte-worker-2  [kernel.kallsyms]            [k] perf_swevent_start
     0.02%  rte-worker-2  librte_mempool_ring.so.23.0  [.] common_ring_mc_dequeue
     0.02%  rte-worker-2  [kernel.kallsyms]            [k] rcu_segcblist_ready_cbs
     0.02%  rte-worker-2  [kernel.kallsyms]            [k] native_write_msr
     0.02%  rte-worker-2  [kernel.kallsyms]            [k] hrtimer_active
     0.02%  rte-worker-2  [kernel.kallsyms]            [k] __accumulate_pelt_segments
     0.02%  rte-worker-2  [kernel.kallsyms]            [k] reweight_entity
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] profile_tick
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] perf_pmu_enable.part.0
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] change_pte_range
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] vma_migratable
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] rb_insert_color
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] ksoftirqd_running
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] tick_sched_handle.isra.0
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] hrtimer_update_next_event
     0.01%  rte-worker-2  ld-2.31.so                   [.] __tls_get_addr
     0.00%  perf          [kernel.kallsyms]            [k] __kmalloc_node
     0.00%  perf          [kernel.kallsyms]            [k] __native_set_fixmap
     0.00%  perf          [kernel.kallsyms]            [k] sched_clock
     0.00%  perf          [kernel.kallsyms]            [k] native_write_msr


#
# (Cannot load tips.txt file, please install perf!)
#
