# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 6K of event 'cycles'
# Event count (approx.): 5626545094
#
# Overhead  Command       Shared Object            Symbol                              
# ........  ............  .......................  ....................................
#
    72.12%  rte-worker-2  nflr                     [.] interval_tree_rtc
     7.61%  rte-worker-2  nflr                     [.] worker_fsm_amac_thread
     6.09%  rte-worker-2  libc-2.31.so             [.] __memcmp_avx2_movbe
     4.99%  rte-worker-2  librte_hash.so.23.0      [.] __rte_hash_lookup_with_hash
     3.49%  rte-worker-2  nflr                     [.] cuckoo_hash_rtc
     0.87%  rte-worker-2  librte_net_mlx5.so.23.0  [.] rxq_cq_decompress_v
     0.82%  rte-worker-2  librte_net_mlx5.so.23.0  [.] mlx5_tx_handle_completion
     0.81%  rte-worker-2  librte_net_mlx5.so.23.0  [.] mlx5_rx_burst_vec
     0.60%  rte-worker-2  librte_net_mlx5.so.23.0  [.] mlx5_tx_burst_none_empw
     0.54%  rte-worker-2  nflr                     [.] rte_jhash
     0.46%  rte-worker-2  nflr                     [.] send_packet
     0.34%  rte-worker-2  nflr                     [.] upf_encapsulate
     0.21%  rte-worker-2  librte_net_mlx5.so.23.0  [.] rxq_cq_process_v
     0.18%  rte-worker-2  librte_hash.so.23.0      [.] rte_hash_lookup
     0.08%  rte-worker-2  [kernel.kallsyms]        [k] timekeeping_advance
     0.07%  rte-worker-2  [kernel.kallsyms]        [k] rcu_sched_clock_irq
     0.06%  rte-worker-2  librte_hash.so.23.0      [.] rte_hash_hash
     0.06%  rte-worker-2  nflr                     [.] 0x00000000000046a0
     0.04%  rte-worker-2  librte_hash.so.23.0      [.] 0x0000000000002310
     0.04%  rte-worker-2  [kernel.kallsyms]        [k] __update_load_avg_cfs_rq
     0.04%  rte-worker-2  [kernel.kallsyms]        [k] __acct_update_integrals
     0.03%  rte-worker-2  [kernel.kallsyms]        [k] cpuacct_charge
     0.03%  rte-worker-2  [kernel.kallsyms]        [k] __sysvec_apic_timer_interrupt
     0.03%  rte-worker-2  [kernel.kallsyms]        [k] perf_event_task_tick
     0.03%  rte-worker-2  [kernel.kallsyms]        [k] update_vsyscall
     0.03%  rte-worker-2  [kernel.kallsyms]        [k] native_irq_return_iret
     0.03%  rte-worker-2  [kernel.kallsyms]        [k] _raw_spin_lock_irqsave
     0.02%  rte-worker-2  [kernel.kallsyms]        [k] hrtimer_interrupt
     0.02%  rte-worker-2  [kernel.kallsyms]        [k] arch_scale_freq_tick
     0.02%  rte-worker-2  [kernel.kallsyms]        [k] tick_do_update_jiffies64
     0.01%  rte-worker-2  [kernel.kallsyms]        [k] error_entry
     0.01%  rte-worker-2  [kernel.kallsyms]        [k] decay_load
     0.01%  rte-worker-2  [kernel.kallsyms]        [k] read_tsc
     0.01%  rte-worker-2  [kernel.kallsyms]        [k] hrtimer_run_queues
     0.01%  rte-worker-2  [kernel.kallsyms]        [k] native_queued_spin_lock_slowpath
     0.01%  rte-worker-2  [kernel.kallsyms]        [k] update_curr
     0.01%  rte-worker-2  [kernel.kallsyms]        [k] update_cfs_group
     0.01%  rte-worker-2  ld-2.31.so               [.] __tls_get_addr
     0.01%  rte-worker-2  [kernel.kallsyms]        [k] __hrtimer_run_queues
     0.01%  rte-worker-2  [kernel.kallsyms]        [k] timekeeping_update
     0.01%  rte-worker-2  [kernel.kallsyms]        [k] ktime_get
     0.01%  rte-worker-2  [kernel.kallsyms]        [k] native_read_msr
     0.01%  rte-worker-2  [kernel.kallsyms]        [k] native_write_msr
     0.01%  rte-worker-2  [kernel.kallsyms]        [k] irqentry_exit_to_user_mode
     0.01%  perf          [kernel.kallsyms]        [k] copy_user_generic_unrolled
     0.00%  perf          [kernel.kallsyms]        [k] __set_pte_vaddr
     0.00%  perf          [kernel.kallsyms]        [k] native_sched_clock
     0.00%  perf          [kernel.kallsyms]        [k] native_write_msr


#
# (Cannot load tips.txt file, please install perf!)
#
