# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 6K of event 'cycles'
# Event count (approx.): 5627666555
#
# Overhead  Command       Shared Object                Symbol                              
# ........  ............  ...........................  ....................................
#
    55.57%  rte-worker-2  nflr                         [.] interval_tree_rtc
    13.98%  rte-worker-2  libc-2.31.so                 [.] __memcmp_avx2_movbe
     9.54%  rte-worker-2  nflr                         [.] worker_fsm_amac_thread
     7.99%  rte-worker-2  librte_hash.so.23.0          [.] __rte_hash_lookup_with_hash
     4.48%  rte-worker-2  nflr                         [.] cuckoo_hash_rtc
     1.40%  rte-worker-2  librte_net_mlx5.so.23.0      [.] rxq_cq_decompress_v
     1.02%  rte-worker-2  librte_net_mlx5.so.23.0      [.] mlx5_tx_burst_none_empw
     0.85%  rte-worker-2  nflr                         [.] rte_jhash
     0.66%  rte-worker-2  librte_net_mlx5.so.23.0      [.] mlx5_rx_burst_vec
     0.64%  rte-worker-2  librte_net_mlx5.so.23.0      [.] mlx5_tx_handle_completion
     0.57%  rte-worker-2  nflr                         [.] send_packet
     0.40%  rte-worker-2  nflr                         [.] upf_encapsulate
     0.31%  rte-worker-2  librte_hash.so.23.0          [.] rte_hash_lookup
     0.23%  rte-worker-2  librte_net_mlx5.so.23.0      [.] rxq_cq_process_v
     0.21%  rte-worker-2  [kernel.kallsyms]            [k] rcu_sched_clock_irq
     0.10%  rte-worker-2  [kernel.kallsyms]            [k] decay_load
     0.10%  rte-worker-2  [kernel.kallsyms]            [k] perf_event_task_tick
     0.10%  rte-worker-2  [kernel.kallsyms]            [k] update_cfs_group
     0.10%  rte-worker-2  nflr                         [.] 0x00000000000046a0
     0.09%  rte-worker-2  [kernel.kallsyms]            [k] timekeeping_advance
     0.09%  rte-worker-2  [kernel.kallsyms]            [k] task_tick_fair
     0.09%  rte-worker-2  [kernel.kallsyms]            [k] update_load_avg
     0.09%  rte-worker-2  [kernel.kallsyms]            [k] cpuacct_charge
     0.09%  rte-worker-2  librte_mempool_ring.so.23.0  [.] common_ring_mc_dequeue
     0.07%  rte-worker-2  [kernel.kallsyms]            [k] _raw_spin_lock_irqsave
     0.07%  rte-worker-2  librte_hash.so.23.0          [.] rte_hash_hash
     0.06%  rte-worker-2  [kernel.kallsyms]            [k] hrtimer_active
     0.06%  rte-worker-2  [kernel.kallsyms]            [k] update_vsyscall
     0.06%  rte-worker-2  [kernel.kallsyms]            [k] error_entry
     0.04%  rte-worker-2  [kernel.kallsyms]            [k] hrtimer_run_queues
     0.04%  rte-worker-2  [kernel.kallsyms]            [k] native_read_msr
     0.04%  rte-worker-2  [kernel.kallsyms]            [k] __update_load_avg_cfs_rq
     0.04%  rte-worker-2  [kernel.kallsyms]            [k] pvclock_gtod_notify
     0.04%  rte-worker-2  [kernel.kallsyms]            [k] update_curr
     0.03%  rte-worker-2  [kernel.kallsyms]            [k] scheduler_tick
     0.03%  rte-worker-2  [kernel.kallsyms]            [k] invoke_rcu_core
     0.03%  rte-worker-2  [kernel.kallsyms]            [k] __calc_delta
     0.03%  rte-worker-2  [kernel.kallsyms]            [k] __accumulate_pelt_segments
     0.03%  rte-worker-2  [kernel.kallsyms]            [k] update_process_times
     0.03%  rte-worker-2  [kernel.kallsyms]            [k] native_sched_clock
     0.03%  rte-worker-2  librte_mempool_ring.so.23.0  [.] common_ring_mp_enqueue
     0.03%  rte-worker-2  [kernel.kallsyms]            [k] timekeeping_update
     0.03%  rte-worker-2  [kernel.kallsyms]            [k] tick_do_update_jiffies64
     0.03%  rte-worker-2  [kernel.kallsyms]            [k] ktime_get
     0.03%  rte-worker-2  [kernel.kallsyms]            [k] _raw_spin_lock
     0.03%  rte-worker-2  [kernel.kallsyms]            [k] trigger_load_balance
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] irq_work_tick
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] ktime_get_update_offsets_now
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] rcu_read_unlock_strict
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] native_queued_spin_lock_slowpath
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] __acct_update_integrals
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] __raise_softirq_irqoff
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] perf_swevent_start
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] arch_scale_freq_tick
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] update_rq_clock
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] sync_regs
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] sched_clock
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] rcu_qs
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] perf_swevent_stop
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] native_write_msr
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] reweight_entity
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] rb_erase
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] sysvec_apic_timer_interrupt
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] llist_add_batch
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] tlb_is_not_lazy
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] hrtimer_interrupt
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] perf_mux_hrtimer_handler
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] hrtimer_update_next_event
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] profile_tick
     0.00%  perf          [kernel.kallsyms]            [k] __virt_addr_valid
     0.00%  perf          [kernel.kallsyms]            [k] ghes_copy_tofrom_phys
     0.00%  perf          [kernel.kallsyms]            [k] sched_clock
     0.00%  perf          [kernel.kallsyms]            [k] native_write_msr


#
# (Cannot load tips.txt file, please install perf!)
#
