# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 6K of event 'cycles'
# Event count (approx.): 5621536716
#
# Overhead  Command       Shared Object                Symbol                              
# ........  ............  ...........................  ....................................
#
    27.65%  rte-worker-2  librte_hash.so.23.0          [.] __rte_hash_lookup_with_hash
    20.35%  rte-worker-2  nflr                         [.] bess_nat
    19.62%  rte-worker-2  libc-2.31.so                 [.] __memcmp_avx2_movbe
     6.28%  rte-worker-2  nflr                         [.] worker_fsm_amac_thread
     6.09%  rte-worker-2  nflr                         [.] rte_jhash
     4.79%  rte-worker-2  librte_net_mlx5.so.23.0      [.] rxq_cq_decompress_v
     3.44%  rte-worker-2  librte_net_mlx5.so.23.0      [.] mlx5_rx_burst_vec
     3.09%  rte-worker-2  librte_net_mlx5.so.23.0      [.] mlx5_tx_burst_none_empw
     3.00%  rte-worker-2  librte_net_mlx5.so.23.0      [.] mlx5_tx_handle_completion
     1.75%  rte-worker-2  nflr                         [.] send_packet
     0.85%  rte-worker-2  librte_hash.so.23.0          [.] rte_hash_lookup_data
     0.65%  rte-worker-2  librte_net_mlx5.so.23.0      [.] rxq_cq_process_v
     0.36%  rte-worker-2  librte_hash.so.23.0          [.] rte_hash_hash
     0.25%  rte-worker-2  [kernel.kallsyms]            [k] error_entry
     0.25%  rte-worker-2  librte_hash.so.23.0          [.] 0x0000000000002314
     0.16%  rte-worker-2  librte_mempool_ring.so.23.0  [.] common_ring_mc_dequeue
     0.15%  rte-worker-2  nflr                         [.] 0x0000000000004754
     0.12%  rte-worker-2  [kernel.kallsyms]            [k] sync_regs
     0.09%  rte-worker-2  [kernel.kallsyms]            [k] ktime_get_update_offsets_now
     0.09%  rte-worker-2  [kernel.kallsyms]            [k] tick_do_update_jiffies64
     0.09%  rte-worker-2  ld-2.31.so                   [.] __tls_get_addr
     0.07%  rte-worker-2  [kernel.kallsyms]            [k] __hrtimer_run_queues
     0.07%  rte-worker-2  [kernel.kallsyms]            [k] update_vsyscall
     0.07%  rte-worker-2  librte_mempool_ring.so.23.0  [.] common_ring_mp_enqueue
     0.06%  rte-worker-2  [kernel.kallsyms]            [k] _raw_spin_lock_irqsave
     0.06%  rte-worker-2  [kernel.kallsyms]            [k] ktime_get
     0.05%  rte-worker-2  nflr                         [.] 0x0000000000004750
     0.04%  rte-worker-2  [kernel.kallsyms]            [k] read_tsc
     0.04%  rte-worker-2  [kernel.kallsyms]            [k] hrtimer_interrupt
     0.04%  rte-worker-2  [kernel.kallsyms]            [k] rb_next
     0.03%  rte-worker-2  [kernel.kallsyms]            [k] perf_event_task_tick
     0.03%  rte-worker-2  [kernel.kallsyms]            [k] update_fast_timekeeper
     0.03%  rte-worker-2  [kernel.kallsyms]            [k] timekeeping_advance
     0.03%  rte-worker-2  [kernel.kallsyms]            [k] sysvec_apic_timer_interrupt
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] timerqueue_del
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] asm_sysvec_apic_timer_interrupt
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] rcu_sched_clock_irq
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] native_queued_spin_lock_slowpath
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] perf_swevent_stop
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] __sysvec_apic_timer_interrupt
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] native_apic_mem_write
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] native_irq_return_iret
     0.01%  rte-worker-2  librte_net_mlx5.so.23.0      [.] 0x000000000000a944
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] tick_sched_do_timer
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] timekeeping_update
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] irqentry_enter
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] note_gp_changes
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] change_pte_range
     0.00%  perf          perf                         [.] cpu__max_cpu
     0.00%  perf          [kernel.kallsyms]            [k] native_flush_tlb_one_user
     0.00%  perf          [kernel.kallsyms]            [k] native_apic_mem_write
     0.00%  perf          [kernel.kallsyms]            [k] native_write_msr


#
# (Cannot load tips.txt file, please install perf!)
#
