# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 6K of event 'cycles'
# Event count (approx.): 5626623363
#
# Overhead  Command       Shared Object                Symbol                              
# ........  ............  ...........................  ....................................
#
    53.85%  rte-worker-2  nflr                         [.] write_variable
    21.25%  rte-worker-2  nflr                         [.] read_variable
    10.22%  rte-worker-2  nflr                         [.] worker_fsm_amac_thread
     2.67%  rte-worker-2  libc-2.31.so                 [.] __memcmp_avx2_movbe
     2.47%  rte-worker-2  nflr                         [.] cuckoo_hash_first_hash
     2.01%  rte-worker-2  nflr                         [.] cuckoo_hash_first_test
     1.15%  rte-worker-2  nflr                         [.] handleUplinkNASTransportMain
     0.65%  rte-worker-2  librte_net_mlx5.so.23.0      [.] rxq_cq_decompress_v
     0.54%  rte-worker-2  nflr                         [.] HandleNAS
     0.46%  rte-worker-2  nflr                         [.] rte_pktmbuf_free
     0.42%  rte-worker-2  librte_net_mlx5.so.23.0      [.] mlx5_rx_burst_vec
     0.37%  rte-worker-2  nflr                         [.] cuckoo_hash_second_test
     0.28%  rte-worker-2  librte_net_mlx5.so.23.0      [.] mlx5_tx_burst_none_empw
     0.22%  rte-worker-2  nflr                         [.] Decode
     0.19%  rte-worker-2  nflr                         [.] Registered
     0.18%  rte-worker-2  [kernel.kallsyms]            [k] rcu_sched_clock_irq
     0.17%  rte-worker-2  nflr                         [.] RanUeFindByAmfUeNgapID
     0.15%  rte-worker-2  nflr                         [.] UpdateLocation
     0.14%  rte-worker-2  nflr                         [.] ClearRegistrationRequestData
     0.13%  rte-worker-2  librte_net_mlx5.so.23.0      [.] mlx5_tx_handle_completion
     0.13%  rte-worker-2  nflr                         [.] cuckoo_hash_get_key
     0.12%  rte-worker-2  nflr                         [.] Stop
     0.12%  rte-worker-2  [kernel.kallsyms]            [k] perf_event_task_tick
     0.12%  rte-worker-2  nflr                         [.] ContextSetup
     0.12%  rte-worker-2  nflr                         [.] send_packet
     0.12%  rte-worker-2  nflr                         [.] Dispatch
     0.09%  rte-worker-2  nflr                         [.] GetBearerType
     0.08%  rte-worker-2  nflr                         [.] HandleRegistrationComplete
     0.07%  rte-worker-2  nflr                         [.] cuckoo_hash_second_hash
     0.07%  rte-worker-2  nflr                         [.] StopT3550
     0.07%  rte-worker-2  librte_net_mlx5.so.23.0      [.] rxq_cq_process_v
     0.06%  rte-worker-2  [kernel.kallsyms]            [k] _raw_spin_lock_irqsave
     0.06%  rte-worker-2  [kernel.kallsyms]            [k] timekeeping_advance
     0.06%  rte-worker-2  nflr                         [.] ranUeFind
     0.06%  rte-worker-2  [kernel.kallsyms]            [k] update_vsyscall
     0.06%  rte-worker-2  [kernel.kallsyms]            [k] update_load_avg
     0.06%  rte-worker-2  nflr                         [.] handlerUplinkNASTransport
     0.05%  rte-worker-2  [kernel.kallsyms]            [k] error_entry
     0.05%  rte-worker-2  [kernel.kallsyms]            [k] task_tick_fair
     0.05%  rte-worker-2  [kernel.kallsyms]            [k] update_cfs_group
     0.05%  rte-worker-2  [kernel.kallsyms]            [k] __update_load_avg_se
     0.05%  rte-worker-2  nflr                         [.] dispatchMain
     0.04%  rte-worker-2  [kernel.kallsyms]            [k] __update_load_avg_cfs_rq
     0.04%  rte-worker-2  [kernel.kallsyms]            [k] run_posix_cpu_timers
     0.04%  rte-worker-2  librte_mempool_ring.so.23.0  [.] common_ring_mc_dequeue
     0.04%  rte-worker-2  [kernel.kallsyms]            [k] update_process_times
     0.04%  rte-worker-2  [kernel.kallsyms]            [k] timerqueue_add
     0.03%  rte-worker-2  [kernel.kallsyms]            [k] __acct_update_integrals
     0.03%  rte-worker-2  [kernel.kallsyms]            [k] arch_scale_freq_tick
     0.03%  rte-worker-2  [kernel.kallsyms]            [k] tick_do_update_jiffies64
     0.03%  rte-worker-2  [kernel.kallsyms]            [k] hrtimer_run_queues
     0.03%  rte-worker-2  [kernel.kallsyms]            [k] rb_next
     0.03%  rte-worker-2  [kernel.kallsyms]            [k] x86_pmu_disable
     0.03%  rte-worker-2  [kernel.kallsyms]            [k] reweight_entity
     0.03%  rte-worker-2  librte_mempool_ring.so.23.0  [.] common_ring_mp_enqueue
     0.02%  rte-worker-2  [kernel.kallsyms]            [k] perf_pmu_nop_void
     0.02%  rte-worker-2  [kernel.kallsyms]            [k] update_curr
     0.02%  rte-worker-2  [kernel.kallsyms]            [k] irqentry_enter
     0.02%  rte-worker-2  [kernel.kallsyms]            [k] decay_load
     0.02%  rte-worker-2  [kernel.kallsyms]            [k] rcu_segcblist_ready_cbs
     0.02%  rte-worker-2  [kernel.kallsyms]            [k] native_queued_spin_lock_slowpath
     0.02%  rte-worker-2  [kernel.kallsyms]            [k] __hrtimer_run_queues
     0.02%  rte-worker-2  [kernel.kallsyms]            [k] perf_swevent_start
     0.02%  rte-worker-2  [kernel.kallsyms]            [k] rb_erase
     0.02%  rte-worker-2  [kernel.kallsyms]            [k] sysvec_apic_timer_interrupt
     0.02%  rte-worker-2  [kernel.kallsyms]            [k] scheduler_tick
     0.02%  rte-worker-2  [kernel.kallsyms]            [k] native_read_msr
     0.02%  rte-worker-2  [kernel.kallsyms]            [k] profile_tick
     0.02%  rte-worker-2  [kernel.kallsyms]            [k] hrtimer_active
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] account_user_time
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] native_write_msr
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] native_irq_return_iret
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] _raw_spin_lock
     0.00%  perf          [kernel.kallsyms]            [k] __kmalloc_node
     0.00%  perf          [kernel.kallsyms]            [k] ghes_copy_tofrom_phys
     0.00%  perf          [kernel.kallsyms]            [k] sched_clock
     0.00%  perf          [kernel.kallsyms]            [k] native_write_msr


#
# (Cannot load tips.txt file, please install perf!)
#
