# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 6K of event 'cycles'
# Event count (approx.): 5622657886
#
# Overhead  Command       Shared Object                Symbol                              
# ........  ............  ...........................  ....................................
#
    30.69%  rte-worker-2  libc-2.31.so                 [.] __memcmp_avx2_movbe
    21.74%  rte-worker-2  nflr                         [.] generic
    18.06%  rte-worker-2  nflr                         [.] worker_fsm_amac_thread
     6.56%  rte-worker-2  nflr                         [.] cuckoo_hash_first_test
     5.12%  rte-worker-2  nflr                         [.] cuckoo_hash_first_hash
     4.22%  rte-worker-2  librte_net_mlx5.so.23.0      [.] rxq_cq_decompress_v
     3.03%  rte-worker-2  librte_net_mlx5.so.23.0      [.] mlx5_rx_burst_vec
     2.83%  rte-worker-2  librte_net_mlx5.so.23.0      [.] mlx5_tx_handle_completion
     2.57%  rte-worker-2  librte_net_mlx5.so.23.0      [.] mlx5_tx_burst_none_empw
     1.98%  rte-worker-2  nflr                         [.] send_packet
     1.33%  rte-worker-2  nflr                         [.] cuckoo_hash_get_key
     0.68%  rte-worker-2  librte_net_mlx5.so.23.0      [.] rxq_cq_process_v
     0.20%  rte-worker-2  nflr                         [.] cuckoo_hash_second_test
     0.15%  rte-worker-2  librte_mempool_ring.so.23.0  [.] common_ring_mc_dequeue
     0.12%  rte-worker-2  [kernel.kallsyms]            [k] _raw_spin_lock_irqsave
     0.08%  rte-worker-2  [kernel.kallsyms]            [k] hrtimer_active
     0.05%  rte-worker-2  [kernel.kallsyms]            [k] rcu_sched_clock_irq
     0.04%  rte-worker-2  [kernel.kallsyms]            [k] update_load_avg
     0.04%  rte-worker-2  ld-2.31.so                   [.] __tls_get_addr
     0.03%  rte-worker-2  [kernel.kallsyms]            [k] perf_event_task_tick
     0.03%  rte-worker-2  [kernel.kallsyms]            [k] tick_do_update_jiffies64
     0.03%  rte-worker-2  [kernel.kallsyms]            [k] task_tick_fair
     0.03%  rte-worker-2  [kernel.kallsyms]            [k] __update_load_avg_se
     0.03%  rte-worker-2  [kernel.kallsyms]            [k] update_curr
     0.03%  rte-worker-2  [kernel.kallsyms]            [k] update_fast_timekeeper
     0.02%  rte-worker-2  [kernel.kallsyms]            [k] x86_pmu_disable
     0.02%  rte-worker-2  [kernel.kallsyms]            [k] ktime_get_update_offsets_now
     0.02%  rte-worker-2  [kernel.kallsyms]            [k] update_vsyscall
     0.02%  rte-worker-2  [kernel.kallsyms]            [k] timekeeping_advance
     0.02%  rte-worker-2  [kernel.kallsyms]            [k] native_queued_spin_lock_slowpath
     0.02%  rte-worker-2  [kernel.kallsyms]            [k] __update_load_avg_cfs_rq
     0.02%  rte-worker-2  [kernel.kallsyms]            [k] perf_swevent_stop
     0.02%  rte-worker-2  [kernel.kallsyms]            [k] calc_global_load
     0.02%  rte-worker-2  [kernel.kallsyms]            [k] run_posix_cpu_timers
     0.02%  rte-worker-2  [kernel.kallsyms]            [k] update_process_times
     0.02%  rte-worker-2  [kernel.kallsyms]            [k] cgroup_rstat_updated
     0.02%  rte-worker-2  [kernel.kallsyms]            [k] invoke_rcu_core
     0.02%  rte-worker-2  librte_mempool_ring.so.23.0  [.] common_ring_mp_enqueue
     0.02%  rte-worker-2  [kernel.kallsyms]            [k] timekeeping_update
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] scheduler_tick
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] ktime_get
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] update_cfs_group
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] __irqentry_text_end
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] arch_scale_freq_tick
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] _raw_spin_trylock
     0.01%  rte-worker-2  [kernel.kallsyms]            [k] tick_sched_timer
     0.00%  perf          [kernel.kallsyms]            [k] __kmalloc_node
     0.00%  perf          [kernel.kallsyms]            [k] __set_pte_vaddr
     0.00%  perf          [kernel.kallsyms]            [k] sched_clock
     0.00%  perf          [kernel.kallsyms]            [k] native_write_msr


#
# (Cannot load tips.txt file, please install perf!)
#
